company_name,category,country_code,year_founded,funding_range,profile_url
RealSense AI,Computer Vision,US,2025,$50M-$100M,https://www.ai-market-watch.com/company/realsense-ai
Rebel Audio,Voice / Speech AI,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/rebel-audio
RebelDot,AI Agents,RO,2018,$1M-$10M,https://www.ai-market-watch.com/company/rebeldot
Rebellions,AI Infrastructure,KR,2020,$500M-$1B,https://www.ai-market-watch.com/company/rebellions
ReBloom,AI in Fintech,DK,2024,<$1M,https://www.ai-market-watch.com/company/rebloom
RebuilderAI,Computer Vision,KR,2021,$1M-$10M,https://www.ai-market-watch.com/company/rebuilderai
Recall.ai,AI Developer Tools,US,2022,$50M-$100M,https://www.ai-market-watch.com/company/recall-ai
Recare,AI in Healthcare,DE,2017,$50M-$100M,https://www.ai-market-watch.com/company/recare
Reckon.ai,Computer Vision,PT,2017,$1M-$10M,https://www.ai-market-watch.com/company/reckon-ai
Reco,AI in Cybersecurity,US,2020,$50M-$100M,https://www.ai-market-watch.com/company/reco
RecordPoint,AI in Analytics & BI,US,2009,Undisclosed,https://www.ai-market-watch.com/company/recordpoint
Recur Club,AI in Fintech,IN,2021,$50M-$100M,https://www.ai-market-watch.com/company/recur-club
Recursive,AI in Analytics & BI,JP,2020,$100M-$500M,https://www.ai-market-watch.com/company/recursive
Recursive Superintelligence,Foundation Models / LLMs,GB,2025,$500M-$1B,https://www.ai-market-watch.com/company/recursive-superintelligence
Red Dot AI,AI in Energy/Climate,SG,2016,$1M-$10M,https://www.ai-market-watch.com/company/red-dot-ai
Redbrick,AI in Media / Gaming / Entertainment,KR,2018,$10M-$50M,https://www.ai-market-watch.com/company/redbrick
Reddy,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/reddy
RedotPay,AI in Fintech,HK,2023,$100M-$500M,https://www.ai-market-watch.com/company/redotpay
Redpanda,AI Infrastructure,US,2017,$100M-$500M,https://www.ai-market-watch.com/company/redpanda
Redpine,AI Infrastructure,SE,2024,$1M-$10M,https://www.ai-market-watch.com/company/redpine
Redrob,AI Infrastructure,US,2018,$10M-$50M,https://www.ai-market-watch.com/company/redrob
Reducto,AI Developer Tools,US,2023,$100M-$500M,https://www.ai-market-watch.com/company/reducto
Reevo,AI in Marketing,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/reevo
Reface,Foundation Models / LLMs,GB,2019,$10M-$50M,https://www.ai-market-watch.com/company/reface
Refiant AI,AI Infrastructure,ZA,2025,$1M-$10M,https://www.ai-market-watch.com/company/refiant-ai
ReFiBuy,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/refibuy
Reflection AI Inc.,AI Developer Tools,US,2024,$1B+,https://www.ai-market-watch.com/company/reflection-ai-inc
Refold AI,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/refold-ai
Refute,AI in Cybersecurity,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/refute
Regie.ai,AI Agents,US,2020,$50M-$100M,https://www.ai-market-watch.com/company/regie-ai
Rehuman,AI in Fintech,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/rehuman
Reka AI,Foundation Models / LLMs,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/reka-ai
Rekaz,AI Agents,SA,2024,$1M-$10M,https://www.ai-market-watch.com/company/rekaz
RELAI,AI Infrastructure,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/relai
Relcu,AI in Fintech,US,2020,Undisclosed,https://www.ai-market-watch.com/company/relcu
Relevance AI,AI Agents,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/relevance-ai
Relixir,AI in Marketing,US,2025,Undisclosed,https://www.ai-market-watch.com/company/relixir
Reload,AI Agents,CA,2025,$1M-$10M,https://www.ai-market-watch.com/company/reload
Remade,Foundation Models / LLMs,US,2024,<$1M,https://www.ai-market-watch.com/company/remade
Remark,AI in Retail / E-commerce,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/remark
remberg GmbH,AI Infrastructure,DE,2018,$10M-$50M,https://www.ai-market-watch.com/company/remberg-gmbh
Rembrand,Foundation Models / LLMs,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/rembrand
Remedio,AI in Cybersecurity,US,2019,$50M-$100M,https://www.ai-market-watch.com/company/remedio
Remitian,AI in Fintech,CA,2023,$50M-$100M,https://www.ai-market-watch.com/company/remitian
Remix,AI in Media / Gaming / Entertainment,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/remix
ReN3,AI Agents,SG,2021,$1M-$10M,https://www.ai-market-watch.com/company/ren3
Rena Labs,AI Infrastructure,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/rena-labs
Renasens,,SE,2022,$10M-$50M,https://www.ai-market-watch.com/company/renasens
Rencore,AI Safety,DE,2013,$10M-$50M,https://www.ai-market-watch.com/company/rencore
Reno,AI in Fintech,AE,2024,$1M-$10M,https://www.ai-market-watch.com/company/reno
Rentahuman,AI Agents,AR,2025,Undisclosed,https://www.ai-market-watch.com/company/rentahuman
Rentify,AI in Fintech,AE,2024,$1M-$10M,https://www.ai-market-watch.com/company/rentify
Reo.Dev,AI in Marketing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/reo-dev
Replenit,AI in Marketing,PL,2024,$1M-$10M,https://www.ai-market-watch.com/company/replenit
Replit,AI Developer Tools,US,2016,$500M-$1B,https://www.ai-market-watch.com/company/replit
Replyr.ai,AI in Marketing,SG,2023,Undisclosed,https://www.ai-market-watch.com/company/replyr-ai
Reppo Labs,AI Infrastructure,GB,2024,$10M-$50M,https://www.ai-market-watch.com/company/reppo-labs
Requesty,AI Infrastructure,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/requesty
Rerun,AI Infrastructure,SE,2022,$10M-$50M,https://www.ai-market-watch.com/company/rerun
"Rescale, Inc.",AI Infrastructure,US,2011,$100M-$500M,https://www.ai-market-watch.com/company/rescale-inc
Resemble AI,Voice / Speech AI,CA,2019,$10M-$50M,https://www.ai-market-watch.com/company/resemble-ai
Resistant AI,AI in Cybersecurity,CZ,2019,$50M-$100M,https://www.ai-market-watch.com/company/resistant-ai
Resolve AI,AI Agents,US,2024,$100M-$500M,https://www.ai-market-watch.com/company/resolve-ai
Reson8,Voice / Speech AI,NL,2025,$1M-$10M,https://www.ai-market-watch.com/company/reson8
Resourcly,AI in Supply Chain / Logistics,DE,2023,$1M-$10M,https://www.ai-market-watch.com/company/resourcly
Respan,AI Infrastructure,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/respan
Respond.io,AI Agents,MY,2017,$50M-$100M,https://www.ai-market-watch.com/company/respond-io
Resquad AI,AI in HR & Talent,SA,2024,$1M-$10M,https://www.ai-market-watch.com/company/resquad-ai
Ressl AI,AI Agents,US,2025,<$1M,https://www.ai-market-watch.com/company/ressl-ai
Reteena,AI in Healthcare,KR,2024,Undisclosed,https://www.ai-market-watch.com/company/reteena
Retool,AI Developer Tools,US,2017,$100M-$500M,https://www.ai-market-watch.com/company/retool
Retro Biosciences,AI in Healthcare,US,2020,$100M-$500M,https://www.ai-market-watch.com/company/retro-biosciences
Return Zero Inc.,Voice / Speech AI,KR,2018,$10M-$50M,https://www.ai-market-watch.com/company/return-zero-inc
Returnall,AI in Supply Chain / Logistics,KR,2023,$1M-$10M,https://www.ai-market-watch.com/company/returnall
Returnalyze,AI in Analytics & BI,US,2018,$1M-$10M,https://www.ai-market-watch.com/company/returnalyze
Reveal HealthTech,AI in Healthcare,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/reveal-healthtech
revel8,AI in Cybersecurity,DE,2024,$1M-$10M,https://www.ai-market-watch.com/company/revel8
RevEng.ai,AI in Cybersecurity,GB,2022,$1M-$10M,https://www.ai-market-watch.com/company/reveng-ai
Revenium,AI Infrastructure,US,2020,$10M-$50M,https://www.ai-market-watch.com/company/revenium
Revmatics.ai,AI in Marketing,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/revmatics-ai
RevRag.AI,AI in Fintech,IN,2022,<$1M,https://www.ai-market-watch.com/company/revrag-ai
Rewaa,AI in Supply Chain / Logistics,SA,2018,$50M-$100M,https://www.ai-market-watch.com/company/rewaa
ReYuu Japan Inc.,AI in Supply Chain / Logistics,JP,1988,$1M-$10M,https://www.ai-market-watch.com/company/reyuu-japan-inc
Rezolve AI PLC,AI in Marketing,GB,2016,$500M-$1B,https://www.ai-market-watch.com/company/rezolve-ai-plc
Rhazes AI,AI in Healthcare,GB,2023,Undisclosed,https://www.ai-market-watch.com/company/rhazes-ai
Rhino Health,AI in Healthcare,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/rhino-health
Rhoda AI,Robotics / Embodied AI,US,2024,$500M-$1B,https://www.ai-market-watch.com/company/rhoda-ai
Richtech Robotics Inc.,Robotics / Embodied AI,US,2016,$50M-$100M,https://www.ai-market-watch.com/company/richtech-robotics-inc
Ricursive Intelligence,AI Infrastructure,US,2025,$100M-$500M,https://www.ai-market-watch.com/company/ricursive-intelligence
RideFlux,Robotics / Embodied AI,KR,2018,$10M-$50M,https://www.ai-market-watch.com/company/rideflux
Ridge AI,AI Infrastructure,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/ridge-ai
Ridley,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/ridley
Rihal,AI in Analytics & BI,OM,2018,$1M-$10M,https://www.ai-market-watch.com/company/rihal
RIIICO,AI Infrastructure,DE,2021,$1M-$10M,https://www.ai-market-watch.com/company/riiico
Rilevera,AI in Cybersecurity,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/rilevera
Riley AI,AI in Education,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/riley-ai
Rillet,AI in Fintech,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/rillet
RiMoA,AI in Healthcare,JP,2024,<$1M,https://www.ai-market-watch.com/company/rimoa
Ringg AI,Voice / Speech AI,IN,2023,$1M-$10M,https://www.ai-market-watch.com/company/ringg-ai
Ringtime,AI Agents,BE,2025,$1M-$10M,https://www.ai-market-watch.com/company/ringtime
Rino.ai,AI in Supply Chain / Logistics,CN,2019,$100M-$500M,https://www.ai-market-watch.com/company/rino-ai
Ripjar,AI in Cybersecurity,GB,2012,$10M-$50M,https://www.ai-market-watch.com/company/ripjar
Risa Labs Inc.,AI in Healthcare,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/risa-labs-inc
RiskX,AI in Fintech,KR,2022,Undisclosed,https://www.ai-market-watch.com/company/riskx
Risotto,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/risotto
Riverline AI,AI in Fintech,IN,2024,<$1M,https://www.ai-market-watch.com/company/riverline-ai
Rivos,AI Chips / Semiconductors,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/rivos
Rivr,AI in Cybersecurity,CA,2023,$1M-$10M,https://www.ai-market-watch.com/company/rivr
Rivvun AI,AI Agents,US,2026,$1M-$10M,https://www.ai-market-watch.com/company/rivvun-ai
RLWRLD,Robotics / Embodied AI,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/rlwrld
RLWRLD Inc.,Robotics / Embodied AI,KR,2024,$10M-$50M,https://www.ai-market-watch.com/company/rlwrld-inc
RoadMind AI,AI in Government / Public Sector,ZA,2025,Undisclosed,https://www.ai-market-watch.com/company/roadmind-ai
ROAI,Robotics / Embodied AI,KR,2025,$10M-$50M,https://www.ai-market-watch.com/company/roai
RobCo,Robotics / Embodied AI,DE,2020,$100M-$500M,https://www.ai-market-watch.com/company/robco
Robin AI,AI in Legal,GB,2019,$50M-$100M,https://www.ai-market-watch.com/company/robin-ai
Roboflow,Computer Vision,US,2019,$50M-$100M,https://www.ai-market-watch.com/company/roboflow
RoboForce,Robotics / Embodied AI,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/roboforce
Robos,Robotics / Embodied AI,KR,2022,$10M-$50M,https://www.ai-market-watch.com/company/robos
RoboScience,Robotics / Embodied AI,CN,2024,$100M-$500M,https://www.ai-market-watch.com/company/roboscience
Robot Era,Robotics / Embodied AI,CN,2023,$100M-$500M,https://www.ai-market-watch.com/company/robot-era
Roboxi,Robotics / Embodied AI,NO,2018,$10M-$50M,https://www.ai-market-watch.com/company/roboxi
Robros,Robotics / Embodied AI,KR,2020,$1M-$10M,https://www.ai-market-watch.com/company/robros
Rocket,AI Developer Tools,IN,2021,$10M-$50M,https://www.ai-market-watch.com/company/rocket
Rocket Doctor,AI in Healthcare,CA,2020,$10M-$50M,https://www.ai-market-watch.com/company/rocket-doctor
Rocket Driver,AI in Marketing,US,2011,Undisclosed,https://www.ai-market-watch.com/company/rocket-driver
Rocket.new,AI Developer Tools,IN,2024,$10M-$50M,https://www.ai-market-watch.com/company/rocket-new
RocketPhone,AI Agents,GB,2017,$10M-$50M,https://www.ai-market-watch.com/company/rocketphone
RockFlow,AI Agents,SG,2021,Undisclosed,https://www.ai-market-watch.com/company/rockflow
Rocksalt,AI in Marketing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/rocksalt
Rogo,AI in Fintech,US,2022,$100M-$500M,https://www.ai-market-watch.com/company/rogo
Roi,AI in Fintech,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/roi
Rokid,,CN,2014,$500M-$1B,https://www.ai-market-watch.com/company/rokid
Rollo Robotics,Robotics / Embodied AI,EE,2025,$1M-$10M,https://www.ai-market-watch.com/company/rollo-robotics
Rology,AI in Healthcare,EG,2017,$1M-$10M,https://www.ai-market-watch.com/company/rology
Rondah AI,AI in Healthcare,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/rondah-ai
Rookoo,AI Agents,BE,2024,<$1M,https://www.ai-market-watch.com/company/rookoo
Roopya,AI in Fintech,IN,2022,$1M-$10M,https://www.ai-market-watch.com/company/roopya
Rosella,AI in Fintech,AU,2025,$1M-$10M,https://www.ai-market-watch.com/company/rosella
RoshAi,Robotics / Embodied AI,IN,2021,$1M-$10M,https://www.ai-market-watch.com/company/roshai
Rosota,Robotics / Embodied AI,KR,2026,<$1M,https://www.ai-market-watch.com/company/rosota
Rosterfy,,AU,2015,$10M-$50M,https://www.ai-market-watch.com/company/rosterfy
Round,AI in Fintech,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/round
Rovoroad,Robotics / Embodied AI,KR,2025,$1M-$10M,https://www.ai-market-watch.com/company/rovoroad
Rowan,AI in Fintech,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/rowan
Rows,AI Infrastructure,DE,2016,$10M-$50M,https://www.ai-market-watch.com/company/rows
Rowspace,AI in Fintech,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/rowspace
Rox,AI Agents,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/rox
Rubrik,AI in Cybersecurity,US,2014,$500M-$1B,https://www.ai-market-watch.com/company/rubrik
Rulebase,AI in Fintech,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/rulebase
Run:ai,AI Infrastructure,IL,2018,$100M-$500M,https://www.ai-market-watch.com/company/run-ai
RunBuggy,AI in Supply Chain / Logistics,US,2018,$50M-$100M,https://www.ai-market-watch.com/company/runbuggy
Runlayer,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/runlayer
Runloop,AI Infrastructure,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/runloop
RunPod,AI Infrastructure,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/runpod
RunSybil,AI in Cybersecurity,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/runsybil
Runware,AI Infrastructure,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/runware
Runway AI,Generative Media (Image / Video),US,2018,$500M-$1B,https://www.ai-market-watch.com/company/runway-ai
Rupeeflo,AI in Fintech,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/rupeeflo
Ruvi AI,Foundation Models / LLMs,,2023,$1M-$10M,https://www.ai-market-watch.com/company/ruvi-ai
RVAI Global,AI Agents,IN,2024,Undisclosed,https://www.ai-market-watch.com/company/rvai-global
Rwazi,AI in Analytics & BI,US,2021,$10M-$50M,https://www.ai-market-watch.com/company/rwazi
Ryght AI,AI in Healthcare,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/ryght-ai
Ryla.ai,Generative Media (Image / Video),EE,2022,Undisclosed,https://www.ai-market-watch.com/company/ryla-ai
Sable Bio,AI in Healthcare,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/sable-bio
Sable Venture Capital,,US,2023,Undisclosed,https://www.ai-market-watch.com/company/sable-venture-capital
SAEKI,Robotics / Embodied AI,CH,2021,$1M-$10M,https://www.ai-market-watch.com/company/saeki
Safe Pro Group Inc.,Computer Vision,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/safe-pro-group-inc
Safe Security,AI in Cybersecurity,US,2012,$100M-$500M,https://www.ai-market-watch.com/company/safe-security
Safe Superintelligence Inc.,AI Infrastructure,US,2024,$1B+,https://www.ai-market-watch.com/company/safe-superintelligence-inc
Safebooks AI,AI in Fintech,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/safebooks-ai
Saga Origins,AI in Media / Gaming / Entertainment,US,2024,Undisclosed,https://www.ai-market-watch.com/company/saga-origins
Sage,AI in Healthcare,US,2020,$100M-$500M,https://www.ai-market-watch.com/company/sage
SageOx,AI Developer Tools,US,2026,$10M-$50M,https://www.ai-market-watch.com/company/sageox
Sagittal AI,AI Agents,GB,2023,$1M-$10M,https://www.ai-market-watch.com/company/sagittal-ai
Saidou Technology,AI in Automotive,CN,2026,$500M-$1B,https://www.ai-market-watch.com/company/saidou-technology
SAIM,AI in Manufacturing,KR,2021,Undisclosed,https://www.ai-market-watch.com/company/saim
Sakana AI,Foundation Models / LLMs,JP,2023,$100M-$500M,https://www.ai-market-watch.com/company/sakana-ai
Sales Retriever,AI Agents,JP,2023,<$1M,https://www.ai-market-watch.com/company/sales-retriever
SalesDraft,AI in Marketing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/salesdraft
Salesloft,AI in Marketing,US,2011,$100M-$500M,https://www.ai-market-watch.com/company/salesloft
SalesRevv,AI in Marketing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/salesrevv
Salmon,AI in Fintech,PH,2022,$100M-$500M,https://www.ai-market-watch.com/company/salmon
Salt AI,AI in Healthcare,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/salt-ai
Saltware,AI Infrastructure,KR,2003,Undisclosed,https://www.ai-market-watch.com/company/saltware
Salubrum,AI in Healthcare,CA,2023,<$1M,https://www.ai-market-watch.com/company/salubrum
Salvia BioElectronics,AI in Healthcare,NL,2017,$50M-$100M,https://www.ai-market-watch.com/company/salvia-bioelectronics
Samaya AI,AI in Fintech,GB,2022,$10M-$50M,https://www.ai-market-watch.com/company/samaya-ai
SambaNova Systems,AI Infrastructure,US,2017,$1B+,https://www.ai-market-watch.com/company/sambanova-systems
Sana Labs,AI in Education,SE,2016,$100M-$500M,https://www.ai-market-watch.com/company/sana-labs
Sanas,Voice / Speech AI,US,2020,$100M-$500M,https://www.ai-market-watch.com/company/sanas
Sand.ai,Foundation Models / LLMs,CN,2024,$100M-$500M,https://www.ai-market-watch.com/company/sand-ai
Sandbar,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/sandbar
SandboxAQ,AI Infrastructure,US,2022,$500M-$1B,https://www.ai-market-watch.com/company/sandboxaq
SandLogic,AI Chips / Semiconductors,IN,2018,$1M-$10M,https://www.ai-market-watch.com/company/sandlogic
Sandstone,AI in Legal,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/sandstone
Sankun,AI in Manufacturing,KR,2019,Undisclosed,https://www.ai-market-watch.com/company/sankun
Sapien,AI in Fintech,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/sapien
Sapiens AI,AI Infrastructure,SG,2024,$10M-$50M,https://www.ai-market-watch.com/company/sapiens-ai
Sapient Intelligence,Foundation Models / LLMs,SG,2024,$10M-$50M,https://www.ai-market-watch.com/company/sapient-intelligence
Sapiom,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/sapiom
Sarah Smith Fund,Venture Capital,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/sarah-smith-fund
Sarcomatrix Therapeutics,AI in Biotech / Drug Discovery,US,2013,$10M-$50M,https://www.ai-market-watch.com/company/sarcomatrix-therapeutics
Sardine AI,AI in Fintech,US,2020,$100M-$500M,https://www.ai-market-watch.com/company/sardine-ai
Saris AI,AI Agents,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/saris-ai
Sarla Aviation,,IN,2024,$10M-$50M,https://www.ai-market-watch.com/company/sarla-aviation
Saronic Technologies,Robotics / Embodied AI,US,2022,$1B+,https://www.ai-market-watch.com/company/saronic-technologies
Sarvam AI,AI Infrastructure,IN,2023,$100M-$500M,https://www.ai-market-watch.com/company/sarvam-ai
Sarvam Properties,AI in Analytics & BI,IN,2019,$50M-$100M,https://www.ai-market-watch.com/company/sarvam-properties
SatLeo Labs,AI in Climate / Energy,IN,2023,$1M-$10M,https://www.ai-market-watch.com/company/satleo-labs
SatSure,AI in Agriculture,IN,2017,$10M-$50M,https://www.ai-market-watch.com/company/satsure
Saudi Company for Artificial Intelligence,AI Infrastructure,SA,2021,Undisclosed,https://www.ai-market-watch.com/company/saudi-company-for-artificial-intelligence
Savannah,AI in HR & Talent,IL,2022,Undisclosed,https://www.ai-market-watch.com/company/savannah
SaveSage,AI in Fintech,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/savesage
Savi Security,AI in Cybersecurity,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/savi-security
Saviynt,AI in Cybersecurity,US,2010,$1B+,https://www.ai-market-watch.com/company/saviynt
Savvy Wealth,AI in Fintech,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/savvy-wealth
Sawt,Voice / Speech AI,SA,2024,$1M-$10M,https://www.ai-market-watch.com/company/sawt
SAZO,AI Agents,KR,2023,$10M-$50M,https://www.ai-market-watch.com/company/sazo
SB OAI Japan GK,AI Agents,JP,2025,$1B+,https://www.ai-market-watch.com/company/sb-oai-japan-gk
Scala Biodesign,AI in Healthcare,IL,2022,$10M-$50M,https://www.ai-market-watch.com/company/scala-biodesign
Scale AI,AI Infrastructure,US,2016,$1B+,https://www.ai-market-watch.com/company/scale-ai
Scale Social AI,AI in Marketing,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/scale-social-ai
ScaleOps,AI Infrastructure,IL,2022,$100M-$500M,https://www.ai-market-watch.com/company/scaleops
Scalera.ai,AI in Supply Chain / Logistics,CH,2023,$1M-$10M,https://www.ai-market-watch.com/company/scalera-ai
Schaffengott,AI in Government / Public Sector,US,2012,$1M-$10M,https://www.ai-market-watch.com/company/schaffengott
Scholé,AI in Education,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/schol
Science,AI in Healthcare,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/science
Sciencia AI,AI Infrastructure,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/sciencia-ai
Scindo,AI in Climate / Energy,GB,2020,$1M-$10M,https://www.ai-market-watch.com/company/scindo
Scintil Photonics,AI Infrastructure,FR,2018,$50M-$100M,https://www.ai-market-watch.com/company/scintil-photonics
SCOREalytics,AI in Legal,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/scorealytics
Scorecard,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/scorecard
Scout AI,AI in Defense / Aerospace,US,2024,$100M-$500M,https://www.ai-market-watch.com/company/scout-ai
Scowtt,AI in Marketing,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/scowtt
Scribe,AI Agents,US,2019,$10M-$50M,https://www.ai-market-watch.com/company/scribe
Scrunch AI,AI in Marketing,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/scrunch-ai
ScyAI,AI in Fintech,CH,2025,$1M-$10M,https://www.ai-market-watch.com/company/scyai
SDT,AI Infrastructure,KR,2017,$10M-$50M,https://www.ai-market-watch.com/company/sdt
Seadronix,Computer Vision,KR,2015,$10M-$50M,https://www.ai-market-watch.com/company/seadronix
Seal Security,AI in Cybersecurity,IL,2022,$10M-$50M,https://www.ai-market-watch.com/company/seal-security
SEAL SQ Corp,AI in Cybersecurity,CH,2022,$50M-$100M,https://www.ai-market-watch.com/company/seal-sq-corp
Seamflow,AI Agents,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/seamflow
Search Party,AI in Marketing,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/search-party
SearchDoc,AI Search / Retrieval,KR,2025,<$1M,https://www.ai-market-watch.com/company/searchdoc
Searchlight Cyber,AI in Cybersecurity,GB,2017,$100M-$500M,https://www.ai-market-watch.com/company/searchlight-cyber
Seclore,AI in Cybersecurity,US,2005,$50M-$100M,https://www.ai-market-watch.com/company/seclore
Second Nature,AI in Marketing,IL,2018,$10M-$50M,https://www.ai-market-watch.com/company/second-nature
Second Team,AI in HR & Talent,KR,2021,$1M-$10M,https://www.ai-market-watch.com/company/second-team
Secure.com,AI in Cybersecurity,AE,2024,$1M-$10M,https://www.ai-market-watch.com/company/secure-com
Seedance,Foundation Models / LLMs,CN,2023,Undisclosed,https://www.ai-market-watch.com/company/seedance
SeedN,AI in Climate / Energy,KR,2015,$1M-$10M,https://www.ai-market-watch.com/company/seedn
SeedsAI,AI Infrastructure,IN,2023,<$1M,https://www.ai-market-watch.com/company/seedsai
SEEKHAN,AI in Supply Chain / Logistics,KR,2020,Undisclosed,https://www.ai-market-watch.com/company/seekhan
"Seekr Technologies, Inc.",Foundation Models / LLMs,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/seekr-technologies-inc
Seemplicity,AI in Cybersecurity,IL,2020,$50M-$100M,https://www.ai-market-watch.com/company/seemplicity
Seeq,AI in Analytics & BI,US,2013,$100M-$500M,https://www.ai-market-watch.com/company/seeq
sees.ai,Robotics / Embodied AI,GB,2018,$1M-$10M,https://www.ai-market-watch.com/company/sees-ai
Segments.ai,Computer Vision,BE,2021,$1M-$10M,https://www.ai-market-watch.com/company/segments-ai
SehaTech,AI in Healthcare,EG,2022,$1M-$10M,https://www.ai-market-watch.com/company/sehatech
Sekai,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/sekai
SelectStar,AI Infrastructure,KR,2018,$10M-$50M,https://www.ai-market-watch.com/company/selectstar
Self Inspection,Computer Vision,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/self-inspection
Sema4.ai,AI Agents,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/sema4-ai
Semble AI,AI Agents,US,2025,<$1M,https://www.ai-market-watch.com/company/semble-ai
SemiAI,AI Infrastructure,KR,2024,Undisclosed,https://www.ai-market-watch.com/company/semiai
Send Payments,AI in Fintech,AU,2019,$1M-$10M,https://www.ai-market-watch.com/company/send-payments
Sendbird,Voice / Speech AI,US,2013,$100M-$500M,https://www.ai-market-watch.com/company/sendbird
Sendr,AI in Marketing,GB,2023,<$1M,https://www.ai-market-watch.com/company/sendr
Sensera Systems,Computer Vision,US,2014,$10M-$50M,https://www.ai-market-watch.com/company/sensera-systems
Sensetics,AI Infrastructure,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/sensetics
SenseTime,Computer Vision,CN,2014,$1B+,https://www.ai-market-watch.com/company/sensetime
Sensi.AI,AI in Healthcare,IL,2019,$50M-$100M,https://www.ai-market-watch.com/company/sensi-ai
Sensluminous (智感光锥),AI Chips / Semiconductors,CN,2025,$1M-$10M,https://www.ai-market-watch.com/company/sensluminous
Sentient,AI Infrastructure,US,2024,$50M-$100M,https://www.ai-market-watch.com/company/sentient
Sentient Era,Robotics / Embodied AI,CN,2024,$10M-$50M,https://www.ai-market-watch.com/company/sentient-era
